polish,english,category,subtext,accepted_answers,frequency_rank
czytałeś,have you read,misc,,"[""have you read""]",1369
winni,guilty,misc,,"[""guilty""]",1370
urlop,vacation,misc,,"[""vacation""]",1371
aktach,files,misc,(also: pliki),"[""files"",""aktach"",""pliki""]",1372
sun,sun,misc,(also: słońcu),"[""sun"",""słońcu"",""sloncu""]",1373
gina,gina,adjective,,"[""gina""]",1374
zdaję,pass,misc,"(also: przechodzą, zdać)","[""pass"",""zdaję"",""zdaje"",""przechodzą"",""przechodza"",""zdać"",""zdac""]",1375
komórek,cells,misc,,"[""cells""]",1376
leżał,lay,misc,,"[""lay""]",1378
naukowcy,researchers,misc,(also: naukowców),"[""researchers"",""naukowcy"",""naukowców"",""naukowcow""]",1380
wybaczysz,forgive,misc,,"[""forgive""]",1381
płacisz,you pay,misc,,"[""you pay""]",1382
denerwuje,annoys,misc,,"[""annoys""]",1383
wszechświecie,universe,noun,,"[""universe""]",1384
pomogłeś,you helped,misc,,"[""you helped""]",1385
marne,lousy,adjective,,"[""lousy""]",1386
magiczne,magical,adjective,,"[""magical""]",1387
zgubiliśmy,we lost,misc,,"[""we lost""]",1388
usługi,services,misc,,"[""services""]",1390
reżyseria,direction,misc,,"[""direction""]",1392
zbiera,collects,misc,,"[""collects""]",1393
kopalni,mines,misc,(also: miny),"[""mines"",""kopalni"",""miny""]",1394
zapytałem,I asked,misc,(also: pytałam),"[""i asked"",""zapytałem"",""zapytalem"",""pytałam"",""pytalam""]",1396
przejdź,go to,misc,,"[""go to""]",1398
wizyta,visit,misc,,"[""visit""]",1399
jenna,jenna,adjective,,"[""jenna""]",1401
środę,Wednesday,misc,,"[""wednesday""]",1403
medal,medal,misc,,"[""medal""]",1404
tajemniczy,mysterious,misc,,"[""mysterious""]",1405
aktorem,actor,misc,(also: aktor),"[""actor"",""aktorem"",""aktor""]",1406
radością,joy,misc,(also: joy),"[""joy"",""radością"",""radoscia""]",1407
zginą,die,misc,"(also: giną, giń, zginę)","[""die"",""zginą"",""zgina"",""giną"",""gina"",""giń"",""gin"",""zginę"",""zgine""]",1408
przegapić,miss,verb,(also: panną),"[""miss"",""przegapić"",""przegapic"",""panną"",""panna""]",1410
dobę,24 hours,misc,,"[""24 hours""]",1411
napięcie,voltage,noun,,"[""voltage""]",1412
popełnić,commit,verb,,"[""commit""]",1413
reese,reese,misc,,"[""reese""]",1414
oznaczać,tab,misc,,"[""tab""]",1415
widziano,seen,misc,(also: widziany),"[""seen"",""widziano"",""widziany""]",1416
fizycznie,physically,adverb,,"[""physically""]",1419
paniki,panic,misc,,"[""panic""]",1420
gatunku,species,misc,,"[""species""]",1421
von,von,misc,,"[""von""]",1423
powiadomić,notify,verb,,"[""notify""]",1424
autobusem,by bus,misc,,"[""by bus""]",1425
picie,drinking,noun,,"[""drinking""]",1427
koszmary,nightmares,misc,,"[""nightmares""]",1428
spokojna,calm,adjective,,"[""calm""]",1429
christian,christian,misc,,"[""christian""]",1430
ow,ow,misc,,"[""ow""]",1431
graham,graham,misc,,"[""graham""]",1432
ogon,tail,misc,,"[""tail""]",1433
opowiesz,tell,misc,"(also: każą, każesz)","[""tell"",""opowiesz"",""każą"",""kaza"",""każesz"",""kazesz""]",1434
karl,karl,misc,,"[""karl""]",1435
świnie,pigs,adverb,,"[""pigs""]",1436
ciekawego,interesting,misc,(also: interesujący),"[""interesting"",""ciekawego"",""interesujący"",""interesujacy""]",1437
spojrzał,looked,misc,,"[""looked""]",1438
pracownik,employee,misc,"(also: pracownikiem, pracownika)","[""employee"",""pracownik"",""pracownikiem"",""pracownika""]",1439
rozwoju,development,misc,(also: rozwój),"[""development"",""rozwoju"",""rozwój"",""rozwoj""]",1441
zmuszony,forced,adjective,(also: zmusił),"[""forced"",""zmuszony"",""zmusił"",""zmusil""]",1442
stopę,foot,misc,,"[""foot""]",1443
brennan,brennan,misc,,"[""brennan""]",1444
święte,sacred,misc,,"[""sacred""]",1447
dokonał,made,misc,"(also: uczynił, sprawiło, wykonał, sprawił, zrobiły, zrobiono, zrobiony)","[""made"",""dokonał"",""dokonal"",""uczynił"",""uczynil"",""sprawiło"",""sprawilo"",""wykonał"",""wykonal"",""sprawił"",""sprawil"",""zrobiły"",""zrobily"",""zrobiono"",""zrobiony""]",1448
ford,ford,misc,,"[""ford""]",1449
potrzebowałam,needed,misc,,"[""needed""]",1450
zdradzić,disclose,verb,(also: ujawnić),"[""disclose"",""zdradzić"",""zdradzic"",""ujawnić"",""ujawnic""]",1451
branży,industry,misc,,"[""industry""]",1452
położenie,location,noun,,"[""location""]",1453
rozpoznać,recognize,misc,,"[""recognize""]",1454
szkło,glass,misc,"(also: szybę, kieliszek)","[""glass"",""szkło"",""szklo"",""szybę"",""szybe"",""kieliszek""]",1455
trzymała,held,misc,,"[""held""]",1456
nerwowy,edgy,adjective,,"[""edgy""]",1457
wiatru,wind,misc,,"[""wind""]",1458
modlitwy,prayers,adjective,,"[""prayers""]",1459
fanów,fans,misc,,"[""fans""]",1460
końcem,end of,misc,,"[""end of""]",1462
podział,breakdown of,misc,,"[""breakdown of""]",1464
krwawienie,bleeding,noun,,"[""bleeding""]",1465
uwielbiają,love,misc,,"[""love""]",1466
zmieniłaś,you changed,misc,,"[""you changed""]",1467
bitwa,battle,adjective,(also: bitwie),"[""battle"",""bitwa"",""bitwie""]",1468
pilotem,pilot,misc,,"[""pilot""]",1469
niebawem,coming soon,misc,(also: zbliżamy),"[""coming soon"",""niebawem"",""zbliżamy"",""zblizamy""]",1470
skoczyć,surge,verb,,"[""surge""]",1471
zajrzeć,take a look,verb,,"[""take a look""]",1472
dzieciach,children,misc,,"[""children""]",1473
deb,deb,misc,,"[""deb""]",1474
billa,billa,misc,,"[""billa""]",1475
rządzić,rule,verb,,"[""rule""]",1477
poczekamy,wait,misc,,"[""wait""]",1478
jemy,we eat,misc,,"[""we eat""]",1479
mięśnie,muscles,adverb,,"[""muscles""]",1482
bishop,bishop,misc,,"[""bishop""]",1483
ally,ally,misc,,"[""ally""]",1484
podpisz,Sign,misc,(also: znaku),"[""sign"",""podpisz"",""znaku""]",1485
nosie,nose,misc,,"[""nose""]",1488
czujemy,we feel,misc,,"[""we feel""]",1489
zeznawać,testify,misc,,"[""testify""]",1491
komplement,compliment,misc,,"[""compliment""]",1493
leon,leon,misc,,"[""leon""]",1495
budzi,raises,misc,,"[""raises""]",1496
przypominasz,you resemble,misc,,"[""you resemble""]",1497
stanął,stood,misc,,"[""stood""]",1498
potwierdzenie,confirmation,noun,,"[""confirmation""]",1499
schody,staircase,misc,,"[""staircase""]",1500
dajemy,we give,misc,,"[""we give""]",1501
zadzwoniłam,called,misc,"(also: dzwonili, dzwoniłeś, zwany, wezwał)","[""called"",""zadzwoniłam"",""zadzwonilam"",""dzwonili"",""dzwoniłeś"",""dzwoniles"",""zwany"",""wezwał"",""wezwal""]",1502
centrala,headquarters,misc,(also: central),"[""headquarters"",""centrala"",""central""]",1503
zamordował,murdered,misc,(also: zamordowana),"[""murdered"",""zamordował"",""zamordowal"",""zamordowana""]",1504
richie,richie,misc,,"[""richie""]",1505
całować,kiss,verb,,"[""kiss""]",1506
hitler,hitler,misc,,"[""hitler""]",1507
oczekiwać,expect,misc,(also: spodziewam),"[""expect"",""oczekiwać"",""oczekiwac"",""spodziewam""]",1508
prasa,press,misc,,"[""press""]",1509
dzwonek,bell,misc,(also: bell),"[""bell"",""dzwonek""]",1510
toalecie,toilet,noun,,"[""toilet""]",1511
dodatkowo,in addition,adverb,,"[""in addition""]",1512
długopis,pen,misc,,"[""pen""]",1513
darmowe,free,adjective,(also: wolną),"[""free"",""darmowe"",""wolną"",""wolna""]",1514
trupa,troupe,misc,,"[""troupe""]",1517
cieniu,shade,misc,,"[""shade""]",1518
kariera,career,misc,(also: karierze),"[""career"",""kariera"",""karierze""]",1519
handel,trading,misc,,"[""trading""]",1520
pomagał,helped,misc,,"[""helped""]",1522
mln,million,misc,,"[""million""]",1523
piętnaście,fifteen,noun,,"[""fifteen""]",1524
mocny,strong,adjective,,"[""strong""]",1525
profil,profile,misc,,"[""profile""]",1527
fabryki,factories,misc,,"[""factories""]",1528
działka,plot,misc,,"[""plot""]",1529
prasy,presses,misc,,"[""presses""]",1532
słabości,weaknesses,misc,,"[""weaknesses""]",1533
carmen,carmen,misc,,"[""carmen""]",1535
załatwienia,arrangements,noun,,"[""arrangements""]",1536
patrol,patrol,misc,,"[""patrol""]",1537
wisisz,hang on,misc,,"[""hang on""]",1538
żołądek,stomach,misc,,"[""stomach""]",1539
wyprawia,spruces up,misc,,"[""spruces up""]",1540
ciągnąć,pull,verb,(also: ciągnij),"[""pull"",""ciągnąć"",""ciagnac"",""ciągnij"",""ciagnij""]",1541
dysk,drive,misc,,"[""drive""]",1542
morderstw,murders,misc,,"[""murders""]",1543
uczciwy,honest,adjective,,"[""honest""]",1544
żartów,jokes,misc,,"[""jokes""]",1546
zorganizować,organize,verb,,"[""organize""]",1547
głębiej,deeper,misc,,"[""deeper""]",1548
dexter,dexter,misc,,"[""dexter""]",1549
niszczy,destroys,misc,,"[""destroys""]",1550
yang,yang,misc,,"[""yang""]",1551
krowy,cows,adjective,,"[""cows""]",1552
here,here,misc,,"[""here""]",1553
mężatką,married,misc,(also: ożenił),"[""married"",""mężatką"",""mezatka"",""ożenił"",""ozenil""]",1556
słaba,weak,misc,,"[""weak""]",1557
neal,neal,misc,,"[""neal""]",1559
wytrzyma,will last,misc,,"[""will last""]",1560
bibliotece,library,misc,,"[""library""]",1561
finn,finn,misc,,"[""finn""]",1564
zachowywał,kept,misc,,"[""kept""]",1565
siema,hello,misc,,"[""hello""]",1566
groził,threatened,misc,,"[""threatened""]",1568
agencja,agency,misc,,"[""agency""]",1569
czaszki,skulls,misc,,"[""skulls""]",1572
dzikie,wild,misc,(also: dziki),"[""wild"",""dzikie"",""dziki""]",1574
veronica,veronica,misc,,"[""veronica""]",1575
londyn,london,misc,,"[""london""]",1576
maski,masks,adjective,,"[""masks""]",1577
melanie,melanie,noun,,"[""melanie""]",1578
east,east,misc,"(also: wschodzie, wschodu)","[""east"",""wschodzie"",""wschodu""]",1579
ş,ş,misc,,"[""ş""]",1580
biznesu,business,misc,(also: biznesie),"[""business"",""biznesu"",""biznesie""]",1581
własnymi,with their own,misc,,"[""with their own""]",1582
ciekaw,curious,misc,(also: ciekawi),"[""curious"",""ciekaw"",""ciekawi""]",1583
tradycja,tradition,misc,,"[""tradition""]",1585
wstecz,back,misc,"(also: wracając, back)","[""back"",""wstecz"",""wracając"",""wracajac""]",1587
przygotuję,I will prepare,misc,,"[""i will prepare""]",1588
osobowości,personalities,misc,,"[""personalities""]",1590
pełnej,full,misc,,"[""full""]",1591
gównem,shit,misc,(also: gównie),"[""shit"",""gównem"",""gownem"",""gównie"",""gownie""]",1592
zostaniecie,you will stay,noun,,"[""you will stay""]",1594
dźwięki,sounds,misc,,"[""sounds""]",1595
działań,actions,misc,,"[""actions""]",1596
zadowoleni,satisfied,misc,,"[""satisfied""]",1598
kilkoma,several,misc,,"[""several""]",1599
któż,who,misc,(also: who),"[""who"",""któż"",""ktoz""]",1600
okazał,proved,misc,,"[""proved""]",1601
pogotowie,emergency service,adverb,,"[""emergency service""]",1602
ucieknie,will escape,adverb,,"[""will escape""]",1603
przywódcą,leader,misc,(also: przywódca),"[""leader"",""przywódcą"",""przywodca"",""przywódca""]",1604
gubernator,governor,misc,(also: gubernatora),"[""governor"",""gubernator"",""gubernatora""]",1605
snach,dreams,misc,,"[""dreams""]",1607
pacjentem,patient,misc,,"[""patient""]",1609
dvd,dvd,misc,,"[""dvd""]",1610
cool,cool,misc,,"[""cool""]",1611
wielebny,Reverend,adjective,,"[""reverend""]",1612
connie,connie,adverb,,"[""connie""]",1613
zza,from behind,misc,,"[""from behind""]",1614
rita,rita,misc,,"[""rita""]",1616
boba,boba,misc,,"[""boba""]",1618
raymond,raymond,misc,,"[""raymond""]",1619
szczur,rat,misc,,"[""rat""]",1622
przejrzeć,view,verb,(also: oglądaj),"[""view"",""przejrzeć"",""przejrzec"",""oglądaj"",""ogladaj""]",1623
zakochałem,I fell in love,misc,,"[""i fell in love""]",1624
wychodził,went out,misc,,"[""went out""]",1626
damo,damo,misc,,"[""damo""]",1627
poczta,mail,misc,,"[""mail""]",1628
przestępców,criminals,misc,,"[""criminals""]",1629
pożegnanie,farewell,noun,(also: żegnam),"[""farewell"",""pożegnanie"",""pozegnanie"",""żegnam"",""zegnam""]",1630
konferencji,conferences,misc,,"[""conferences""]",1631
odczep,detach,misc,,"[""detach""]",1632
przekazał,transferred,misc,,"[""transferred""]",1634
zbrodnia,crime,noun,,"[""crime""]",1636
komendancie,commandant,noun,,"[""commandant""]",1637
harrison,harrison,misc,,"[""harrison""]",1638
jedzeniem,eating,misc,,"[""eating""]",1639
analizy,analyses,misc,,"[""analyses""]",1640
małpa,monkey,misc,,"[""monkey""]",1641
narodzenie,birth,noun,(also: narodzin),"[""birth"",""narodzenie"",""narodzin""]",1643
towarzystwie,company,adverb,(also: firmą),"[""company"",""towarzystwie"",""firmą"",""firma""]",1644
gorączkę,fever,misc,,"[""fever""]",1645
pismo,writing,misc,(also: pisania),"[""writing"",""pismo"",""pisania""]",1646
mniejsza,lower,misc,,"[""lower""]",1647
pogadajmy,let's talk,misc,,"[""let's talk""]",1648
kopać,dig,misc,,"[""dig""]",1649
kultury,cultures,misc,,"[""cultures""]",1650
kryć,mating,verb,,"[""mating""]",1651
bramy,gates,misc,,"[""gates""]",1652
otrzymaliśmy,we received,misc,,"[""we received""]",1653
orzeł,eagle,misc,,"[""eagle""]",1654
opór,resistance,misc,,"[""resistance""]",1655
prosiłeś,you asked,misc,,"[""you asked""]",1656
postęp,progress,misc,,"[""progress""]",1659
nazwałeś,you named,misc,,"[""you named""]",1661
dwanaście,twelve,noun,,"[""twelve""]",1662
wyciągnę,I'll pull,misc,,"[""i'll pull""]",1663
klatkę,cage,misc,,"[""cage""]",1664
chip,chip,misc,,"[""chip""]",1665
skały,rocks,misc,,"[""rocks""]",1666
strefie,zone,misc,(also: strefa),"[""zone"",""strefie"",""strefa""]",1670
jaw,jaw,misc,,"[""jaw""]",1671
gliniarz,cop,misc,,"[""cop""]",1672
przyjmij,accept,misc,,"[""accept""]",1673
nędzy,misery,misc,,"[""misery""]",1674
rozmawiają,talk,misc,"(also: gadam, gadają)","[""talk"",""rozmawiają"",""rozmawiaja"",""gadam"",""gadają"",""gadaja""]",1675
handlu,trade,misc,,"[""trade""]",1676
byłabyś,You would be,misc,,"[""you would be""]",1677
wpadniesz,drop by,misc,(also: wpadnij),"[""drop by"",""wpadniesz"",""wpadnij""]",1678
śliczne,lovely,adjective,"(also: ślicznie, śliczny, uroczo)","[""lovely"",""śliczne"",""sliczne"",""ślicznie"",""slicznie"",""śliczny"",""sliczny"",""uroczo""]",1679
jedi,jedi,misc,,"[""jedi""]",1680
stres,stress,misc,(also: stresu),"[""stress"",""stres"",""stresu""]",1681
wybaczenie,forgiveness,noun,,"[""forgiveness""]",1682
krwawi,bleeds,misc,,"[""bleeds""]",1684
snem,sleep,misc,(also: śpią),"[""sleep"",""snem"",""śpią"",""spia""]",1685
przestraszyć,scare,verb,,"[""scare""]",1687
denerwuję,I'm nervous,misc,,"[""i'm nervous""]",1688
okłamałeś,you lied,misc,,"[""you lied""]",1690
zatrudnić,hire,verb,,"[""hire""]",1691
uciekasz,you're on the run,misc,,"[""you're on the run""]",1694
zimny,cold,adjective,(also: zimną),"[""cold"",""zimny"",""zimną"",""zimna""]",1697
krzycz,shout,misc,(also: krzyk),"[""shout"",""krzycz"",""krzyk""]",1698
delikatny,gentle,adjective,,"[""gentle""]",1701
cierpiał,suffered,misc,,"[""suffered""]",1702
łazienka,bathroom,misc,,"[""bathroom""]",1703
hall,hall,misc,,"[""hall""]",1704
prawdziwi,real,misc,,"[""real""]",1705
problemami,problems,misc,,"[""problems""]",1706
żołnierzu,soldier,misc,(also: żołnierza),"[""soldier"",""żołnierzu"",""zolnierzu"",""żołnierza"",""zolnierza""]",1707
towaru,merchandise,misc,,"[""merchandise""]",1708
spowodowało,resulted in,misc,,"[""resulted in""]",1709
niedźwiedź,bear,misc,(also: niedźwiedzia),"[""bear"",""niedźwiedź"",""niedzwiedz"",""niedźwiedzia"",""niedzwiedzia""]",1710
fala,wave,misc,(also: fali),"[""wave"",""fala"",""fali""]",1711
violet,violet,misc,,"[""violet""]",1712
noah,noah,misc,,"[""noah""]",1713
avenue,avenue,misc,,"[""avenue""]",1715
liczą,count,misc,,"[""count""]",1717
biblii,bibles,misc,,"[""bibles""]",1718
tara,tara,misc,,"[""tara""]",1720
włamał,hacked,misc,,"[""hacked""]",1721
lawrence,lawrence,misc,,"[""lawrence""]",1722
pralni,laundry,misc,,"[""laundry""]",1723
zmieniły,have changed,misc,(also: zmienili),"[""have changed"",""zmieniły"",""zmienily"",""zmienili""]",1724
obiedzie,lunch,misc,,"[""lunch""]",1725
sprawdził,verified,misc,,"[""verified""]",1726
trasę,route,misc,,"[""route""]",1727
lemon,lemon,misc,,"[""lemon""]",1731
beverly,beverly,misc,,"[""beverly""]",1733
poinformować,inform,verb,,"[""inform""]",1734
majątek,assets,misc,,"[""assets""]",1735
wspierać,assist,misc,,"[""assist""]",1737
napój,beverage,misc,,"[""beverage""]",1738
kwita,q.v.,misc,,"[""q.v.""]",1741
wiersz,line,misc,,"[""line""]",1742
pudło,box,misc,(also: pudełku),"[""box"",""pudło"",""pudlo"",""pudełku"",""pudelku""]",1743
dostrzec,sight,misc,(also: wzroku),"[""sight"",""dostrzec"",""wzroku""]",1744
summer,summer,misc,,"[""summer""]",1747
przybędzie,will arrive,misc,,"[""will arrive""]",1748
przejął,took over,misc,,"[""took over""]",1749
benjamin,benjamin,misc,,"[""benjamin""]",1751
skręć,twist,misc,,"[""twist""]",1753
kierować,head up,verb,,"[""head up""]",1754
normie,standard,misc,,"[""standard""]",1756
biurko,desk,misc,,"[""desk""]",1757
chmury,clouds,misc,,"[""clouds""]",1758
przywódcy,leaders,misc,,"[""leaders""]",1760
drewna,wood,adjective,(also: drewno),"[""wood"",""drewna"",""drewno""]",1762
antonio,antonio,misc,,"[""antonio""]",1763
biblioteki,libraries,misc,,"[""libraries""]",1764
sweter,sweater,misc,,"[""sweater""]",1770
tle,background,misc,,"[""background""]",1775
kwiat,flower,misc,,"[""flower""]",1776
dawn,dawn,misc,(also: świcie),"[""dawn"",""świcie"",""swicie""]",1777
próbowałaś,have you tried,misc,,"[""have you tried""]",1780
powiązania,links,noun,(also: więzi),"[""links"",""powiązania"",""powiazania"",""więzi"",""wiezi""]",1781
znajdźmy,Let's find,misc,,"[""let's find""]",1783
amerykańskie,american,adjective,"(also: amerykańskich, amerykańskiej, amerykańskiego)","[""american"",""amerykańskie"",""amerykanskie"",""amerykańskich"",""amerykanskich"",""amerykańskiej"",""amerykanskiej"",""amerykańskiego"",""amerykanskiego""]",1784
wyjaśnij,explain,misc,,"[""explain""]",1785
linę,rope,misc,(also: lina),"[""rope"",""linę"",""line"",""lina""]",1786
występują,occur,misc,(also: wystąpić),"[""occur"",""występują"",""wystepuja"",""wystąpić"",""wystapic""]",1787
ziemie,lands,misc,,"[""lands""]",1788
medium,medium,misc,,"[""medium""]",1789
pójdź,go,misc,"(also: pójdziecie, jedźcie, podążać, idz)","[""go"",""pójdź"",""pojdz"",""pójdziecie"",""pojdziecie"",""jedźcie"",""jedzcie"",""podążać"",""podazac"",""idz""]",1790
reid,reid,misc,,"[""reid""]",1794
lloyd,lloyd,misc,,"[""lloyd""]",1795
madam,madam,misc,,"[""madam""]",1796
pokera,poker,misc,,"[""poker""]",1797
ramach,under,misc,,"[""under""]",1798
wali,wali,misc,,"[""wali""]",1799
schodów,stairs,misc,,"[""stairs""]",1800
błogosławieństwo,blessing,noun,,"[""blessing""]",1802
wypierdalaj,get the fuck out,misc,,"[""get the fuck out""]",1804
mogłyby,could,misc,,"[""could""]",1806
postawię,I'll bet,misc,,"[""i'll bet""]",1807
nauczyła,she taught,misc,,"[""she taught""]",1808
dowodzenia,command,noun,(also: dowództwo),"[""command"",""dowodzenia"",""dowództwo"",""dowodztwo""]",1809
dowódcy,commanders,misc,,"[""commanders""]",1810
chodziłem,I walked,misc,(also: szedłem),"[""i walked"",""chodziłem"",""chodzilem"",""szedłem"",""szedlem""]",1811
stroju,outfit,misc,,"[""outfit""]",1812
ręcznik,towel,misc,,"[""towel""]",1813
kontra,versus,misc,,"[""versus""]",1814
lesbijką,lesbian,misc,,"[""lesbian""]",1815
gloria,gloria,misc,,"[""gloria""]",1816
małżeństwie,marriage,adverb,,"[""marriage""]",1818
masa,mass,misc,,"[""mass""]",1819
zastępca,deputy,misc,,"[""deputy""]",1820
spike,spike,misc,,"[""spike""]",1821
wynajął,hired,misc,,"[""hired""]",1822
won,won't,misc,,"[""won't""]",1824
zabrzmi,sound,misc,(also: dźwięku),"[""sound"",""zabrzmi"",""dźwięku"",""dzwieku""]",1826
listu,letter,misc,,"[""letter""]",1827
leczyć,treat,verb,(also: traktują),"[""treat"",""leczyć"",""leczyc"",""traktują"",""traktuja""]",1828
hunt,hunt,misc,(also: polować),"[""hunt"",""polować"",""polowac""]",1829
oczywiscie,of course,noun,,"[""of course""]",1830
brzucha,abdomen,misc,,"[""abdomen""]",1831
źródłem,source,misc,,"[""source""]",1832
delta,delta,misc,,"[""delta""]",1833
boy,boy,misc,(also: chłopcu),"[""boy"",""chłopcu"",""chlopcu""]",1834
zniknęły,gone,misc,(also: odeszli),"[""gone"",""zniknęły"",""zniknely"",""odeszli""]",1835
starszych,older,misc,,"[""older""]",1837
jabłko,apple,misc,,"[""apple""]",1839
kosmos,space,misc,"(also: kosmosie, kosmiczny, kosmosu)","[""space"",""kosmos"",""kosmosie"",""kosmiczny"",""kosmosu""]",1842
odbierze,will receive,adverb,,"[""will receive""]",1844
dallas,dallas,misc,,"[""dallas""]",1847
prowadzimy,we run,misc,,"[""we run""]",1848
zbrodnie,crimes,adverb,,"[""crimes""]",1849
opowiada,tells,misc,,"[""tells""]",1851
mundur,uniform,misc,,"[""uniform""]",1852
przód,front,misc,(also: przodem),"[""front"",""przód"",""przod"",""przodem""]",1853
rzeka,river,misc,"(also: river, rzekę, rzece)","[""river"",""rzeka"",""rzekę"",""rzeke"",""rzece""]",1854
dowódcą,commander,misc,,"[""commander""]",1855
akcent,accent,misc,,"[""accent""]",1856
powieści,novels,misc,,"[""novels""]",1857
indii,india,misc,,"[""india""]",1858
echo,echo,misc,,"[""echo""]",1859
zabezpieczyć,safeguard,verb,,"[""safeguard""]",1860
zauważy,notice,misc,,"[""notice""]",1861
hal,halls,misc,(also: sal),"[""halls"",""hal"",""sal""]",1862
obydwoje,both,misc,(also: obojga),"[""both"",""obydwoje"",""obojga""]",1863
sądząc,judging,misc,,"[""judging""]",1864
young,young,misc,,"[""young""]",1866
świadkowie,witnesses,adverb,(also: świadkami),"[""witnesses"",""świadkowie"",""swiadkowie"",""świadkami"",""swiadkami""]",1869
pułkownika,colonel,misc,,"[""colonel""]",1870
sprawdzałem,I checked,misc,,"[""i checked""]",1871
rozdzielić,allocate,verb,,"[""allocate""]",1873
burzy,storms,misc,,"[""storms""]",1874
naukę,learning,misc,,"[""learning""]",1875
odcinku,section,misc,(also: sekcja),"[""section"",""odcinku"",""sekcja""]",1876
wampirem,vampire,misc,(also: wampir),"[""vampire"",""wampirem"",""wampir""]",1878
ukradłem,stolen,misc,(also: ukradli),"[""stolen"",""ukradłem"",""ukradlem"",""ukradli""]",1879
zabijanie,killing,noun,,"[""killing""]",1881
smoka,dragon,misc,(also: smok),"[""dragon"",""smoka"",""smok""]",1882
zastrzelę,shoot,misc,(also: strzelają),"[""shoot"",""zastrzelę"",""zastrzele"",""strzelają"",""strzelaja""]",1883
zjawi,phenomena,misc,,"[""phenomena""]",1884
królewskiej,royal,misc,,"[""royal""]",1885
teal,teal,misc,,"[""teal""]",1886
kawałku,piece,misc,,"[""piece""]",1887
paznokcie,nails,noun,,"[""nails""]",1888
erin,erin,misc,,"[""erin""]",1889
czyny,deeds,adjective,,"[""deeds""]",1890
upadek,collapse,misc,(also: upadku),"[""collapse"",""upadek"",""upadku""]",1891
mocą,power,misc,,"[""power""]",1892
staruszka,old lady,misc,,"[""old lady""]",1893
bauer,bauer,misc,,"[""bauer""]",1895
bay,bay,misc,,"[""bay""]",1896
używamy,we use,misc,,"[""we use""]",1897
pięknej,beautiful,misc,"(also: pięknego, pięknych, pięknym)","[""beautiful"",""pięknej"",""pieknej"",""pięknego"",""pieknego"",""pięknych"",""pieknych"",""pięknym"",""pieknym""]",1898
rety,retorts,misc,,"[""retorts""]",1899
mądre,wise,misc,,"[""wise""]",1900
przygotowania,preparations,noun,,"[""preparations""]",1901
archiwum,archive,misc,,"[""archive""]",1903
powiedziałabym,I would say,misc,,"[""i would say""]",1904
półtora,and a half,misc,,"[""and a half""]",1907
załóżmy,suppose,misc,,"[""suppose""]",1908
bagaż,luggage,misc,,"[""luggage""]",1909
poszłaś,you went,misc,,"[""you went""]",1911
rzym,rome,misc,(also: rzymie),"[""rome"",""rzym"",""rzymie""]",1916
christopher,christopher,misc,,"[""christopher""]",1917
ranna,wounded,adjective,,"[""wounded""]",1918
poruszać,stir,misc,,"[""stir""]",1919
mija,passes,misc,,"[""passes""]",1921
terapię,therapy,misc,(also: terapia),"[""therapy"",""terapię"",""terapie"",""terapia""]",1923
listów,letters,misc,,"[""letters""]",1924
zdecydowaliśmy,we decided,misc,,"[""we decided""]",1925
lana,lana,adjective,,"[""lana""]",1926
apartament,apartment,misc,,"[""apartment""]",1928
wrót,gateway,misc,,"[""gateway""]",1930
nieszczęście,misfortune,noun,,"[""misfortune""]",1934
pozbądź,get rid of,misc,,"[""get rid of""]",1936
powrócić,return,verb,(also: wróćmy),"[""return"",""powrócić"",""powrocic"",""wróćmy"",""wrocmy""]",1938
typowe,typical,adjective,,"[""typical""]",1939
ogłoszenie,advertisement,noun,,"[""advertisement""]",1942
cichu,quiet,misc,(also: cichy),"[""quiet"",""cichu"",""cichy""]",1943
przykrywką,cloak,misc,,"[""cloak""]",1944
cukier,sugar,misc,,"[""sugar""]",1945
eva,eva,misc,,"[""eva""]",1947
odpowiadaj,reply,misc,,"[""reply""]",1949
istota,essence,misc,,"[""essence""]",1950
minister,minister,misc,,"[""minister""]",1951
dziwnych,strange,misc,,"[""strange""]",1952
trucizna,poison,adjective,,"[""poison""]",1955
moore,moore,misc,,"[""moore""]",1957
federalni,federal,misc,,"[""federal""]",1958
spory,disputes,misc,,"[""disputes""]",1959
piesek,doggie,misc,,"[""doggie""]",1960
określenie,term,noun,,"[""term""]",1962
tworzą,form,misc,"(also: forma, formę)","[""form"",""tworzą"",""tworza"",""forma"",""formę"",""forme""]",1963
ramieniu,arm,misc,,"[""arm""]",1964
krzyż,cross,misc,,"[""cross""]",1965
współpracę,cooperation,misc,,"[""cooperation""]",1966
ptaka,bird,misc,,"[""bird""]",1967
adams,adams,misc,,"[""adams""]",1968
podaje,reports,misc,,"[""reports""]",1969
współczucia,sympathies,misc,,"[""sympathies""]",1970
serialu,series,misc,,"[""series""]",1971
kierownik,manager,misc,(also: kierownikiem),"[""manager"",""kierownik"",""kierownikiem""]",1972
ekran,screen,misc,,"[""screen""]",1973
pokazała,showed,misc,,"[""showed""]",1975
zawał,infarction,misc,,"[""infarction""]",1976
załatwiłem,I fixed,misc,,"[""i fixed""]",1977
lecą,fly,misc,(also: polecieć),"[""fly"",""lecą"",""leca"",""polecieć"",""poleciec""]",1978
pozostał,remained,misc,,"[""remained""]",1979
bóle,pains,misc,,"[""pains""]",1980
