polish,english,category,example_pl,example_en,accepted_answers,frequency_rank
mamusia,mommy,misc,Słowo: mamusia.,Word: mommy.,"[""mommy""]",1049
dotknąć,touch,verb,Muszę dotknąć dzisiaj.,I need to touch today.,"[""touch""]",1050
pańskiego,your,misc,Słowo: pańskiego.,Word: of the Lord.,"[""your""]",1051
wysłałem,I sent,misc,Słowo: wysłałem.,Word: sent.,"[""i sent""]",1052
niezupełnie,not quite,adverb,Mówię niezupełnie po polsku.,I speak incomplete Polish.,"[""not quite""]",1053
przyjaźń,friendship,misc,Słowo: przyjaźń.,The word: friendship.,"[""friendship""]",1054
nóg,legs,misc,Słowo: nóg.,Word: legs.,"[""legs""]",1055
bok,side,misc,Słowo: bok.,Word: side.,"[""side""]",1056
napisałem,I wrote,misc,Słowo: napisałem.,Word: wrote.,"[""i wrote""]",1057
lecimy,fly,misc,Słowo: lecimy.,Word: we're flying.,"[""fly""]",1058
jay,jay,misc,Słowo: jay.,Word: jay.,"[""jay""]",1059
francisco,francisco,misc,Słowo: francisco.,Word: francisco.,"[""francisco""]",1060
kierowca,driver,misc,Słowo: kierowca.,Word: driver.,"[""driver""]",1061
bałem,I was afraid,misc,Słowo: bałem.,Word: afraid.,"[""i was afraid""]",1062
namierzyć,trace,verb,Lubię namierzyć.,I like to track.,"[""trace""]",1063
wersja,version,misc,Słowo: wersja.,Word: version.,"[""version""]",1064
ścianie,wall,noun,To jest ścianie.,This is the wall.,"[""wall""]",1065
próbę,trial,misc,Słowo: próbę.,Word: rehearsal.,"[""trial""]",1066
wozu,cart,misc,Słowo: wozu.,Word: wagon.,"[""cart""]",1067
wilson,wilson,misc,Słowo: wilson.,Word: wilson.,"[""wilson""]",1068
znaleźliście,found,noun,To jest znaleźliście.,This is found.,"[""found""]",1069
scenie,stage,noun,Widzę scenie tutaj.,I can see the scene here.,"[""stage""]",1070
zapłacił,paid,misc,Słowo: zapłacił.,The word: paid.,"[""paid""]",1071
wtorek,Tuesday,noun,Widzę wtorek tutaj.,I see Tuesday here.,"[""tuesday""]",1072
młodą,young,misc,Słowo: młodą.,Word: young.,"[""young""]",1073
obudzić,awaken,verb,Lubię obudzić.,I like to wake up.,"[""awaken""]",1074
byłbyś,you would be,misc,Słowo: byłbyś.,Word: you would be.,"[""you would be""]",1075
zajmujesz,you occupy,misc,Słowo: zajmujesz.,Word: you occupy.,"[""you occupy""]",1076
właściciel,owner,misc,Słowo: właściciel.,Word: owner.,"[""owner""]",1077
przestanie,will stop,noun,To jest przestanie.,This is a discontinuation.,"[""will stop""]",1078
dodać,add,verb,Lubię dodać.,I like to add.,"[""add""]",1079
przejąć,take over,verb,Lubię przejąć.,I like to take over.,"[""take over""]",1080
białego,white,misc,Słowo: białego.,Word: white.,"[""white""]",1081
strzały,arrows,misc,Słowo: strzały.,The word: arrows.,"[""arrows""]",1082
pozostanie,will remain,noun,To jest pozostanie.,This is to remain.,"[""will remain""]",1083
gwiazd,stars,misc,Słowo: gwiazd.,Word: stars.,"[""stars""]",1084
kup,buy,misc,Słowo: kup.,Word: buy.,"[""buy""]",1085
kazałem,ordered,misc,Słowo: kazałem.,Word: preached.,"[""ordered""]",1086
sukienkę,dress,misc,Słowo: sukienkę.,The word: dress.,"[""dress""]",1087
natalie,natalie,misc,Słowo: natalie.,Word: natalie.,"[""natalie""]",1088
skończyłeś,finished,misc,Słowo: skończyłeś.,Word: you're done.,"[""finished""]",1089
raj,paradise,misc,Słowo: raj.,The word: paradise.,"[""paradise""]",1090
wirus,virus,misc,Słowo: wirus.,Word: virus.,"[""virus""]",1091
poddać,submit,verb,Lubię poddać.,I like to submit.,"[""submit""]",1092
zasługujesz,you deserve,misc,Słowo: zasługujesz.,Word: you deserve it.,"[""you deserve""]",1093
dziury,holes,misc,Słowo: dziury.,The word: holes.,"[""holes""]",1094
odbiera,picks up,misc,Słowo: odbiera.,The word: picks up.,"[""picks up""]",1095
el,el,misc,Słowo: el.,Word: el.,"[""el""]",1096
osobie,person,misc,Słowo: osobie.,Word: person.,"[""person""]",1097
słucha,listens to,misc,Słowo: słucha.,The word: listens.,"[""listens to""]",1098
wioski,villages,adjective,To jest bardzo wioski.,It is very much a village.,"[""villages""]",1099
kalifornii,california,misc,Słowo: kalifornii.,Word: california.,"[""california""]",1100
jork,york,misc,Słowo: jork.,Word: york.,"[""york""]",1101
kawałków,pieces,misc,Słowo: kawałków.,The word: pieces.,"[""pieces""]",1102
kupę,pile of,misc,Słowo: kupę.,The word: poop.,"[""pile of""]",1103
tracy,tracy,misc,Słowo: tracy.,Word: tracy.,"[""tracy""]",1104
propozycję,proposal,misc,Słowo: propozycję.,Word: proposal.,"[""proposal""]",1105
zemsty,vengeance,misc,Słowo: zemsty.,The word: revenge.,"[""vengeance""]",1106
obowiązki,responsibilities,misc,Słowo: obowiązki.,Word: responsibilities.,"[""responsibilities""]",1107
alibi,alibi,misc,Słowo: alibi.,Word: alibi.,"[""alibi""]",1108
zmieniają,amend,misc,Słowo: zmieniają.,The word: change.,"[""amend""]",1109
pragnie,desires,adverb,Mówię pragnie po polsku.,I speak desirously in Polish.,"[""desires""]",1110
noga,leg,misc,Słowo: noga.,Word: leg.,"[""leg""]",1111
wybierz,select,misc,Słowo: wybierz.,Word: select.,"[""select""]",1112
dziurę,hole,misc,Słowo: dziurę.,The word: hole.,"[""hole""]",1113
jem,I eat,misc,Słowo: jem.,Word: eat.,"[""i eat""]",1114
ogromne,huge,adjective,To jest bardzo ogromne.,This is very huge.,"[""huge""]",1115
płacę,pay,misc,Słowo: płacę.,The word: pay.,"[""pay""]",1116
spędziłem,spent,misc,Słowo: spędziłem.,Word: spent.,"[""spent""]",1117
zmierza,is heading,misc,Słowo: zmierza.,The word: headed.,"[""is heading""]",1118
radość,joy,noun,Widzę radość tutaj.,I see the joy here.,"[""joy""]",1119
up,up,misc,Słowo: up.,Word: up.,"[""up""]",1120
boją,fear,misc,Słowo: boją.,The word: afraid.,"[""fear""]",1121
lou,lou,misc,Słowo: lou.,Word: lou.,"[""lou""]",1122
świetle,light,misc,Słowo: świetle.,Word: light.,"[""light""]",1123
mocniej,harder,misc,Słowo: mocniej.,Word: stronger.,"[""harder""]",1124
gibbs,gibbs,misc,Słowo: gibbs.,Word: gibbs.,"[""gibbs""]",1125
caroline,caroline,adjective,To jest bardzo caroline.,This is very caroline.,"[""caroline""]",1126
dziwko,slut,noun,To jest dziwko.,It's a bitch.,"[""slut""]",1127
śnie,dream,adverb,Mówię śnie po polsku.,I speak a dream in Polish.,"[""dream""]",1128
rozmawiasz,you talk,misc,Słowo: rozmawiasz.,Word: you're talking.,"[""you talk""]",1129
randki,dating,misc,Słowo: randki.,The word: dating.,"[""dating""]",1130
uważają,consider,misc,Słowo: uważają.,Word: consider.,"[""consider""]",1131
obozu,camp,misc,Słowo: obozu.,Word: camp.,"[""camp""]",1132
prowadził,ran,misc,Słowo: prowadził.,Word: led.,"[""ran""]",1133
dostałaś,you got it,misc,Słowo: dostałaś.,Word: you got it.,"[""you got it""]",1134
pusty,blank,misc,Słowo: pusty.,Word: empty.,"[""blank""]",1135
kobietami,women,misc,Słowo: kobietami.,The word: women.,"[""women""]",1136
hatak,hatak,misc,Słowo: hatak.,Word: hatak.,"[""hatak""]",1137
zadzwoniła,called,misc,Słowo: zadzwoniła.,Word: she called.,"[""called""]",1138
przeżył,survived,misc,Słowo: przeżył.,The word: survived.,"[""survived""]",1139
chęcią,willing,misc,Słowo: chęcią.,The word: willing.,"[""willing""]",1140
sophie,sophie,misc,Słowo: sophie.,Word: sophie.,"[""sophie""]",1141
zasnąć,sleep,verb,Lubię zasnąć.,I like to fall asleep.,"[""sleep""]",1142
większą,greater,misc,Słowo: większą.,Word: larger.,"[""greater""]",1143
odchodzę,leaving,misc,Słowo: odchodzę.,Word: I'm leaving.,"[""leaving""]",1144
jezusa,jesus,misc,Słowo: jezusa.,Word: jesus.,"[""jesus""]",1145
ostatecznie,finally,adverb,Mówię ostatecznie po polsku.,I speak Polish eventually.,"[""finally""]",1146
kolesia,cronies,misc,Słowo: kolesia.,Word: cronyism.,"[""cronies""]",1147
wejdzie,comes in,misc,Słowo: wejdzie.,The word: will enter.,"[""comes in""]",1148
specjalnego,special,misc,Słowo: specjalnego.,Word: special.,"[""special""]",1149
dużym,large,misc,Słowo: dużym.,Word: big.,"[""large""]",1150
zaledwie,just,adverb,Mówię zaledwie po polsku.,I speak barely any Polish.,"[""just""]",1151
kontaktu,contact,misc,Słowo: kontaktu.,Word: contact.,"[""contact""]",1152
radzi,advises,misc,Słowo: radzi.,Word: advises.,"[""advises""]",1153
pamiętajcie,remember,noun,To jest pamiętajcie.,This is to remember.,"[""remember""]",1154
most,bridge,misc,Słowo: most.,The word: bridge.,"[""bridge""]",1155
garnitur,suit,misc,Słowo: garnitur.,The word: suit.,"[""suit""]",1156
nazwał,named,misc,Słowo: nazwał.,The word: named.,"[""named""]",1157
ostro,sharp,misc,Słowo: ostro.,Word: sharp.,"[""sharp""]",1158
ulubione,favorites,adjective,To jest bardzo ulubione.,This is a very favorite.,"[""favorites""]",1159
skup,purchase,misc,Słowo: skup.,The word: focus.,"[""purchase""]",1160
podejść,approach,misc,Słowo: podejść.,The word: approach.,"[""approach""]",1161
dziwna,strange,adjective,To jest bardzo dziwna.,This is a very strange one.,"[""strange""]",1162
filmów,videos,misc,Słowo: filmów.,Word: movies.,"[""videos""]",1163
wygrywa,wins,adjective,To jest bardzo wygrywa.,This is very much a win-win.,"[""wins""]",1164
wal,wal,misc,Słowo: wal.,Word: wal.,"[""wal""]",1165
zrozumiałam,understood,misc,Słowo: zrozumiałam.,Word: understood.,"[""understood""]",1166
lodu,ice,misc,Słowo: lodu.,Word: ice.,"[""ice""]",1167
magia,magic,misc,Słowo: magia.,The word: magic.,"[""magic""]",1168
przejście,passage,noun,Widzę przejście tutaj.,I can see the transition here.,"[""passage""]",1169
zatrzymał,stopped,misc,Słowo: zatrzymał.,The word: stopped.,"[""stopped""]",1170
karta,card,misc,Słowo: karta.,Word: card.,"[""card""]",1171
starej,old,misc,Słowo: starej.,Word: old.,"[""old""]",1172
liczę,count,misc,Słowo: liczę.,Word: count.,"[""count""]",1173
złap,catch,misc,Słowo: złap.,Word: catch.,"[""catch""]",1174
teoria,theory,misc,Słowo: teoria.,The word: theory.,"[""theory""]",1175
podobny,similar,adjective,To jest bardzo podobny.,This is very similar.,"[""similar""]",1176
pewnej,certain,misc,Słowo: pewnej.,Word: certain.,"[""certain""]",1177
agentów,agents,misc,Słowo: agentów.,The word: agents.,"[""agents""]",1178
margaret,margaret,misc,Słowo: margaret.,Word: margaret.,"[""margaret""]",1179
tajne,secret,adjective,To jest bardzo tajne.,It is very secretive.,"[""secret""]",1180
kitty,kitty,misc,Słowo: kitty.,Word: kitty.,"[""kitty""]",1181
kapitanem,captain,misc,Słowo: kapitanem.,Word: captain.,"[""captain""]",1182
justin,justin,misc,Słowo: justin.,Word: justin.,"[""justin""]",1183
pas,belt,misc,Słowo: pas.,Word: belt.,"[""belt""]",1184
ulicę,street,misc,Słowo: ulicę.,The word: street.,"[""street""]",1185
alkoholu,alcohol,misc,Słowo: alkoholu.,Word: alcohol.,"[""alcohol""]",1186
postać,figure,verb,Lubię postać.,I like the character.,"[""figure""]",1187
ochoty,urges,misc,Słowo: ochoty.,The word: willingness.,"[""urges""]",1188
wchodzisz,enter,misc,Słowo: wchodzisz.,Word: you're in.,"[""enter""]",1189
bierzemy,take,misc,Słowo: bierzemy.,The word: take.,"[""take""]",1190
próby,trials,misc,Słowo: próby.,Word: trials.,"[""trials""]",1191
sprawi,will make,misc,Słowo: sprawi.,Word: issues.,"[""will make""]",1192
wspólnie,together,adverb,Mówię wspólnie po polsku.,I speak Polish together.,"[""together""]",1193
kimkolwiek,whoever,noun,To jest kimkolwiek.,This is whoever.,"[""whoever""]",1194
biedna,poor,adjective,To jest bardzo biedna.,It is very poor.,"[""poor""]",1195
urocze,lovely,misc,Słowo: urocze.,Word: charming.,"[""lovely""]",1196
zeznania,testimony,noun,Widzę zeznania tutaj.,I see testimonials here.,"[""testimony""]",1197
oku,eye,misc,Słowo: oku.,Word: eye.,"[""eye""]",1198
sieć,network,verb,Lubię sieć.,I like the network.,"[""network""]",1199
puścić,let  go,verb,Lubię puścić.,I like to let go.,"[""let  go""]",1200
zastrzelić,shoot,verb,Lubię zastrzelić.,I like to shoot.,"[""shoot""]",1201
ścianę,wall,misc,Słowo: ścianę.,The word: wall.,"[""wall""]",1202
cieszy,enjoys,misc,Słowo: cieszy.,Word: enjoys.,"[""enjoys""]",1203
poprawki,corrections,misc,Słowo: poprawki.,Word: amendments.,"[""corrections""]",1204
domy,homes,misc,Słowo: domy.,The word: houses.,"[""homes""]",1205
zbadać,study,verb,Lubię zbadać.,I like to explore.,"[""study""]",1206
wrócą,will return,misc,Słowo: wrócą.,Word: they'll be back.,"[""will return""]",1207
obecności,attendance,misc,Słowo: obecności.,Word: presence.,"[""attendance""]",1208
stoisz,you stand,misc,Słowo: stoisz.,Word: you are standing.,"[""you stand""]",1209
uważajcie,watch out,noun,To jest uważajcie.,This is a watch out.,"[""watch out""]",1210
zadania,tasks,noun,Widzę zadania tutaj.,I see the tasks here.,"[""tasks""]",1211
puste,blank,misc,Słowo: puste.,Word: empty.,"[""blank""]",1212
wysokie,high,misc,Słowo: wysokie.,Word: high.,"[""high""]",1213
swych,of their,misc,Słowo: swych.,Word: swych.,"[""of their""]",1214
h,h,misc,Słowo: h.,Word: h.,"[""h""]",1215
strój,outfit,misc,Słowo: strój.,The word: outfit.,"[""outfit""]",1216
with,with,misc,Słowo: with.,Word: with.,"[""with""]",1217
shawn,shawn,misc,Słowo: shawn.,Word: shawn.,"[""shawn""]",1218
liczba,number,misc,Słowo: liczba.,Word: number.,"[""number""]",1219
nazwa,name,adjective,To jest bardzo nazwa.,It is very much a name.,"[""name""]",1220
paryża,PARIS,misc,Słowo: paryża.,Word: paris.,"[""paris""]",1221
kolei,railroads,misc,Słowo: kolei.,Word: railroad.,"[""railroads""]",1222
shane,shane,adjective,To jest bardzo shane.,This is very shane.,"[""shane""]",1223
opowieści,stories,misc,Słowo: opowieści.,The word: stories.,"[""stories""]",1224
policjant,policeman,misc,Słowo: policjant.,Word: policeman.,"[""policeman""]",1225
ciuchy,clothes,misc,Słowo: ciuchy.,The word: clothes.,"[""clothes""]",1226
sprzed,before,misc,Słowo: sprzed.,Word: before.,"[""before""]",1227
czuła,sensitive,misc,Słowo: czuła.,Word: tender.,"[""sensitive""]",1228
pudełko,box,noun,To jest pudełko.,Here's the box.,"[""box""]",1229
dowodzi,proves,misc,Słowo: dowodzi.,The word: commanding.,"[""proves""]",1230
zakochany,in love,adjective,To jest bardzo zakochany.,It is very much in love.,"[""in love""]",1231
włóż,insert,misc,Słowo: włóż.,Word: insert.,"[""insert""]",1232
myśleli,thought,misc,Słowo: myśleli.,Word: they thought.,"[""thought""]",1233
amerykanie,americans,noun,Widzę amerykanie tutaj.,I see Americans here.,"[""americans""]",1234
biurku,desk,misc,Słowo: biurku.,Word: desk.,"[""desk""]",1235
nocą,by night,misc,Słowo: nocą.,Word: at night.,"[""by night""]",1236
piszę,I write,misc,Słowo: piszę.,Word: writing.,"[""i write""]",1237
spotyka,meets,noun,Widzę spotyka tutaj.,I see meets here.,"[""meets""]",1238
procesu,process,misc,Słowo: procesu.,Word: process.,"[""process""]",1239
porozmawiaj,talk,misc,Słowo: porozmawiaj.,Word: talk.,"[""talk""]",1240
dzielić,share,verb,Lubię dzielić.,I like to share.,"[""share""]",1241
przyszliśmy,we came,misc,Słowo: przyszliśmy.,The word: we came.,"[""we came""]",1242
dostępu,access,misc,Słowo: dostępu.,Word: access.,"[""access""]",1243
zostajesz,you stay,misc,Słowo: zostajesz.,Word: you stay.,"[""you stay""]",1244
pierdolony,fucking,adjective,To jest bardzo pierdolony.,It's very frothy.,"[""fucking""]",1245
zbieg,confluence,misc,Słowo: zbieg.,The word: fugitive.,"[""confluence""]",1246
know,know,misc,Słowo: know.,Word: know.,"[""know""]",1247
przybycie,arrival,noun,To jest przybycie.,This is an arrival.,"[""arrival""]",1248
załatw,get,misc,Słowo: załatw.,Word: fix.,"[""get""]",1249
uderzenie,hit,noun,To jest uderzenie.,That's the impact.,"[""hit""]",1250
miss,miss,misc,Słowo: miss.,Word: miss.,"[""miss""]",1251
ślepy,blind,misc,Słowo: ślepy.,Word: blind.,"[""blind""]",1252
obszar,area,misc,Słowo: obszar.,Word: area.,"[""area""]",1253
rękami,hands,misc,Słowo: rękami.,The word: hands.,"[""hands""]",1254
ciał,bodies,misc,Słowo: ciał.,Word: bodies.,"[""bodies""]",1255
derek,derek,noun,Widzę derek tutaj.,I see the derek here.,"[""derek""]",1256
kuzyn,cousin,misc,Słowo: kuzyn.,Word: cousin.,"[""cousin""]",1257
king,king,misc,Słowo: king.,Word: king.,"[""king""]",1258
przyjechała,arrived,misc,Słowo: przyjechała.,Word: she has arrived.,"[""arrived""]",1259
kiepski,poor,adjective,To jest bardzo kiepski.,This is very poor.,"[""poor""]",1260
niesamowita,amazing,misc,Słowo: niesamowita.,The word: amazing.,"[""amazing""]",1261
lekarstwa,medications,adjective,To jest bardzo lekarstwa.,It is very much a medicine.,"[""medications""]",1262
zginęli,died,misc,Słowo: zginęli.,Word: they died.,"[""died""]",1263
start,launch,misc,Słowo: start.,Word: takeoff.,"[""launch""]",1264
przyjemności,pleasures,misc,Słowo: przyjemności.,The word: pleasures.,"[""pleasures""]",1265
telewizor,TV,misc,Słowo: telewizor.,The word: TV.,"[""tv""]",1266
mmm,mmm,misc,Słowo: mmm.,Word: mmm.,"[""mmm""]",1267
taksówkę,cab,misc,Słowo: taksówkę.,The word: cab.,"[""cab""]",1268
portfel,wallet,misc,Słowo: portfel.,The word: portfolio.,"[""wallet""]",1269
podobają,like,misc,Słowo: podobają.,The word: like.,"[""like""]",1270
wojska,troops,noun,To jest wojska.,This is the military.,"[""troops""]",1271
chodzę,I walk,misc,Słowo: chodzę.,Word: walking.,"[""i walk""]",1272
wydarzy,will happen,misc,Słowo: wydarzy.,Word: will happen.,"[""will happen""]",1273
książek,books,noun,To jest książek.,It's books.,"[""books""]",1274
chodzisz,walk,misc,Słowo: chodzisz.,Word: walk.,"[""walk""]",1275
okropny,awful,adjective,To jest bardzo okropny.,This is a very terrible one.,"[""awful""]",1276
ukrywać,hide,verb,Muszę ukrywać dzisiaj.,I have to hide today.,"[""hide""]",1277
zgłosić,report,verb,Muszę zgłosić dzisiaj.,I have to report today.,"[""report""]",1278
łap,catch,misc,Słowo: łap.,Word: catch.,"[""catch""]",1279
wydajesz,spend,misc,Słowo: wydajesz.,The word: spend.,"[""spend""]",1280
programie,program,misc,Słowo: programie.,Word: program.,"[""program""]",1281
mylę,I'm confused,misc,Słowo: mylę.,Word: confused.,"[""i'm confused""]",1282
zdenerwowany,upset,adjective,To jest bardzo zdenerwowany.,This is very upsetting.,"[""upset""]",1283
obrzydliwe,disgusting,adjective,To jest bardzo obrzydliwe.,This is very disgusting.,"[""disgusting""]",1284
skończymy,finish,misc,Słowo: skończymy.,Word: we will finish.,"[""finish""]",1285
fajna,cool,adjective,To jest bardzo fajna.,This is very cool.,"[""cool""]",1286
sprzeciw,objection,misc,Słowo: sprzeciw.,Word: opposition.,"[""objection""]",1287
parkingu,parking,misc,Słowo: parkingu.,The word: parking lot.,"[""parking""]",1288
uczy,teaches,misc,Słowo: uczy.,The word: teaches.,"[""teaches""]",1289
licha,lich,misc,Słowo: licha.,Word: lich.,"[""lich""]",1290
napad,attack,misc,Słowo: napad.,The word: assault.,"[""attack""]",1291
prezenty,gifts,misc,Słowo: prezenty.,The word: gifts.,"[""gifts""]",1292
spróbujemy,we'll try,misc,Słowo: spróbujemy.,The word: we will try.,"[""we'll try""]",1293
zrobiliście,you did,noun,To jest zrobiliście.,This is done.,"[""you did""]",1294
kurwy,chickens,adjective,To jest bardzo kurwy.,This is very chicken.,"[""chickens""]",1295
przyjaciółki,friends,misc,Słowo: przyjaciółki.,Word: friends.,"[""friends""]",1296
straciła,lost,misc,Słowo: straciła.,The word: lost.,"[""lost""]",1297
umierać,die,verb,Lubię umierać.,I like to die.,"[""die""]",1298
dzwoniłem,I called,misc,Słowo: dzwoniłem.,Word: called.,"[""i called""]",1299
toast,toast,misc,Słowo: toast.,The word: toast.,"[""toast""]",1300
świetną,great,misc,Słowo: świetną.,Word: great.,"[""great""]",1301
marie,marie,misc,Słowo: marie.,Word: marie.,"[""marie""]",1302
wyszedłem,I left,misc,Słowo: wyszedłem.,Word: I left.,"[""i left""]",1303
uroczy,charming,misc,Słowo: uroczy.,Word: charming.,"[""charming""]",1304
wzrok,sight,misc,Słowo: wzrok.,Word: sight.,"[""sight""]",1305
dzisiejszy,today's,misc,Słowo: dzisiejszy.,Word: today's.,"[""today's""]",1306
gniew,anger,misc,Słowo: gniew.,The word: anger.,"[""anger""]",1307
zgodził,agreed,misc,Słowo: zgodził.,Word: agreed.,"[""agreed""]",1308
podobnego,similar,misc,Słowo: podobnego.,Word: similar.,"[""similar""]",1309
oczekuję,expect,misc,Słowo: oczekuję.,Word: expect.,"[""expect""]",1310
wygrałem,won,misc,Słowo: wygrałem.,Word: won.,"[""won""]",1311
nazywamy,we call,misc,Słowo: nazywamy.,Word: we call.,"[""we call""]",1312
ll,ll,misc,Słowo: ll.,Word: ll.,"[""ll""]",1313
słyszycie,you can hear,noun,Widzę słyszycie tutaj.,I see you are hearing here.,"[""you can hear""]",1314
myślimy,we think,misc,Słowo: myślimy.,Word: we think.,"[""we think""]",1315
spadł,fell,misc,Słowo: spadł.,The word: fell.,"[""fell""]",1316
przekaż,donate,misc,Słowo: przekaż.,Word: transfer.,"[""donate""]",1317
czoła,foreheads,misc,Słowo: czoła.,Word: foreheads.,"[""foreheads""]",1318
dziadka,grandfather,noun,Widzę dziadka tutaj.,I see my grandfather here.,"[""grandfather""]",1319
ogromny,huge,adjective,To jest bardzo ogromny.,This is very huge.,"[""huge""]",1320
święto,feast,misc,Słowo: święto.,The word: celebration.,"[""feast""]",1321
nastąpi,will occur,misc,Słowo: nastąpi.,Word: will occur.,"[""will occur""]",1322
zaginął,lost,misc,Słowo: zaginął.,The word: missing.,"[""lost""]",1323
dzielnicy,district,misc,Słowo: dzielnicy.,Word: neighborhood.,"[""district""]",1324
wygra,will win,misc,Słowo: wygra.,Word: it will win.,"[""will win""]",1325
drań,bastard,misc,Słowo: drań.,Word: bastard.,"[""bastard""]",1326
wycieczkę,trip,misc,Słowo: wycieczkę.,The word: excursion.,"[""trip""]",1327
wymyślić,invent,verb,Muszę wymyślić dzisiaj.,I have to come up with today.,"[""invent""]",1328
zaczekajcie,wait,noun,To jest zaczekajcie.,This is a wait-and-see.,"[""wait""]",1329
przeciwnie,on the contrary,adverb,Mówię przeciwnie po polsku.,I speak the opposite in Polish.,"[""on the contrary""]",1330
znoszę,endure,misc,Słowo: znoszę.,Word: endure.,"[""endure""]",1331
teddy,teddy,misc,Słowo: teddy.,Word: teddy.,"[""teddy""]",1332
drużynie,team,adverb,Mówię drużynie po polsku.,I tell the team in Polish.,"[""team""]",1333
wyjątkowy,unique,adjective,To jest bardzo wyjątkowy.,This is very special.,"[""unique""]",1334
sprawdźmy,check out,misc,Słowo: sprawdźmy.,Word: let's check.,"[""check out""]",1335
spada,drops,misc,Słowo: spada.,The word: falling.,"[""drops""]",1336
telefonie,phone,adverb,Mówię telefonie po polsku.,I speak telephone Polish.,"[""phone""]",1337
przyniósł,brought to,misc,Słowo: przyniósł.,Word: brought.,"[""brought to""]",1338
zdania,sentences,noun,To jest zdania.,These are sentences.,"[""sentences""]",1339
laura,laura,misc,Słowo: laura.,Word: laura.,"[""laura""]",1340
odpowiedni,relevant,misc,Słowo: odpowiedni.,Word: appropriate.,"[""relevant""]",1341
ludzkości,humanity,misc,Słowo: ludzkości.,Word: humanity.,"[""humanity""]",1342
fakty,facts,misc,Słowo: fakty.,Word: facts.,"[""facts""]",1343
książce,book,misc,Słowo: książce.,Word: book.,"[""book""]",1344
przerwać,interrupt,verb,Muszę przerwać dzisiaj.,I have to stop today.,"[""interrupt""]",1345
czarną,black,misc,Słowo: czarną.,The word: black.,"[""black""]",1346
jess,jess,misc,Słowo: jess.,Word: jess.,"[""jess""]",1347
świadek,witness,noun,Widzę świadek tutaj.,I see the witness here.,"[""witness""]",1348
tożsamość,identity,noun,To jest tożsamość.,This is identity.,"[""identity""]",1349
młodego,young,misc,Słowo: młodego.,Word: young.,"[""young""]",1350
pytałem,I asked,misc,Słowo: pytałem.,Word: asked.,"[""i asked""]",1351
michaela,michaela,misc,Słowo: michaela.,Word: michaela.,"[""michaela""]",1352
nienawidzisz,hate,misc,Słowo: nienawidzisz.,Word: hate.,"[""hate""]",1353
pada,rains,misc,Słowo: pada.,Word: it's raining.,"[""rains""]",1354
pojedziesz,go,misc,Słowo: pojedziesz.,Word: you will go.,"[""go""]",1355
ho,ho,misc,Słowo: ho.,Word: ho.,"[""ho""]",1356
agencji,agency,misc,Słowo: agencji.,Word: agency.,"[""agency""]",1357
imperium,empire,misc,Słowo: imperium.,The word: empire.,"[""empire""]",1358
kumpla,buddy,misc,Słowo: kumpla.,Word: buddy.,"[""buddy""]",1359
lód,ice,misc,Słowo: lód.,The word: ice.,"[""ice""]",1360
dostarczyć,deliver,verb,Lubię dostarczyć.,I like to deliver.,"[""deliver""]",1361
zostawiłam,left,misc,Słowo: zostawiłam.,Word: left.,"[""left""]",1362
mięsa,meats,misc,Słowo: mięsa.,Word: meats.,"[""meats""]",1363
wideo,video,misc,Słowo: wideo.,Word: video.,"[""video""]",1364
przespać,sleep,verb,Lubię przespać.,I like to sleep through.,"[""sleep""]",1365
dłonie,hands,adverb,Mówię dłonie po polsku.,I speak palms in Polish.,"[""hands""]",1366
zmieniać,amend,verb,Lubię zmieniać.,I like to change.,"[""amend""]",1367
września,September,misc,Słowo: września.,Word: September.,"[""september""]",1368
ciałem,body,misc,Słowo: ciałem.,Word: flesh.,"[""body""]",1369
monk,monk,misc,Słowo: monk.,Word: monk.,"[""monk""]",1370
godzinie,hour,adverb,Mówię godzinie po polsku.,I speak an hour in Polish.,"[""hour""]",1371
uczynić,make,verb,Lubię uczynić.,I like to make.,"[""make""]",1372
przepraszamy,sorry,misc,Słowo: przepraszamy.,The word: sorry.,"[""sorry""]",1373
dzieło,artwork,misc,Słowo: dzieło.,Word: artwork.,"[""artwork""]",1374
planów,plans,misc,Słowo: planów.,Word: plans.,"[""plans""]",1375
victor,victor,misc,Słowo: victor.,Word: victor.,"[""victor""]",1376
gus,gus,misc,Słowo: gus.,Word: gus.,"[""gus""]",1377
nożem,knife,misc,Słowo: nożem.,The word: knife.,"[""knife""]",1378
wyjaśnia,explains,misc,Słowo: wyjaśnia.,Word: explains.,"[""explains""]",1379
tys,thousand,misc,Słowo: tys.,Word: thousands.,"[""thousand""]",1380
mistrza,champion,misc,Słowo: mistrza.,Word: champion.,"[""champion""]",1381
otwarty,open,misc,Słowo: otwarty.,Word: open.,"[""open""]",1382
poszukiwania,search,noun,To jest poszukiwania.,This is a search.,"[""search""]",1383
interesów,interests,misc,Słowo: interesów.,Word: business.,"[""interests""]",1384
rozmiar,size,misc,Słowo: rozmiar.,Word: size.,"[""size""]",1385
śledztwa,investigations,adjective,To jest bardzo śledztwa.,This is very investigative.,"[""investigations""]",1386
this,this,misc,Słowo: this.,Word: this.,"[""this""]",1387
kiepsko,poorly,noun,To jest kiepsko.,That's lame.,"[""poorly""]",1388
uzyskać,obtain,verb,Lubię uzyskać.,I like to get.,"[""obtain""]",1389
przerażające,scary,misc,Słowo: przerażające.,The word: scary.,"[""scary""]",1390
